word,count,normalized_count
forms,63561604,0.05181368062605089
glass,63559754,0.05181217255666425
happy,63471922,0.05174057431322239
smith,63357901,0.05164762751347418
thank,63234550,0.05154707515298145
prior,62949059,0.051314350700407664
sport,62683851,0.05109816039451995
ready,62667516,0.051084844549422234
round,61836702,0.05040758770650726
built,61502894,0.05013547655741762
blood,61348302,0.05000945738843405
earth,61059905,0.04977436404416427
nokia,61035236,0.049754254550272894
italy,60280461,0.04913898261983943
basis,59901425,0.048830002842523305
award,59652161,0.04862680964923051
peter,59541743,0.04853679991650937
extra,59377307,0.048402756188043586
pussy,59206591,0.04826359317538965
rated,59102029,0.0481783570936567
quite,58777731,0.047913998236387034
horse,58453720,0.04764987333366546
stars,58352743,0.04756755964585203
lists,58249254,0.04748319824436333
owner,58189056,0.04743412648169468
takes,57784233,0.04710412584747406
bring,57608074,0.04696052585013283
input,57191675,0.04662108877741505
agent,57103658,0.04654933972703452
valid,57094711,0.04654204637741167
grand,56599468,0.046138337832953166
trial,56547673,0.046096115965990433
units,56512308,0.046067287385526345
wrote,56421594,0.04599333981453189
ships,56365355,0.04594749532035065
metal,56181783,0.04579785244821851
funds,55721876,0.0454229488442175
guest,55293215,0.04507351612457053
seems,55276661,0.04506002175666434
trust,55157142,0.04496259313773356
multi,55131463,0.044941660319474344
grade,54275130,0.044243601085922776
panel,53784382,0.0438435567424875
floor,53759851,0.04382355974242064
match,53532481,0.04363821393893926
plant,53247607,0.04340599244788523
sense,52629633,0.042902236949971695
stage,52518330,0.042811505789462884
goods,52507183,0.04280241906002889
maybe,51895609,0.04230388066702049
spain,51553238,0.042024789194602306
youth,51426255,0.04192127612707591
break,51242970,0.041771867209491866
dance,51147967,0.04169442336303833
apple,50551171,0.041207931591324944
enjoy,50141455,0.040873942317369814
block,49694725,0.040509780243264897
civil,49495349,0.04034725438270764
steel,49452604,0.04031240982814982
songs,49272598,0.040165673861657016
fixed,49215402,0.040119049247257926
wrong,49156828,0.04007130132495895
hands,49087727,0.04001497208026367
paris,48831449,0.0398060612660639
fully,48616832,0.039631111359278645
worth,48075237,0.039189617932544704
peace,47856201,0.03901106577785698
coast,47716394,0.03889709893637692
grant,47609624,0.038810062953451706
agree,47500911,0.03872144309008419
blogs,46978262,0.038295393924214736
scale,46307526,0.0377486282873942
stand,46292709,0.037736549874366164
frame,46079991,0.03756314798042698
chief,45699591,0.03725305630762795
gives,45649146,0.037211934923731135
heard,45436523,0.03703861047119289
begin,45434902,0.037037289076341136
royal,45407189,0.037014698196929256
clean,45381752,0.03699396265044926
bible,45080741,0.03674858671848052
suite,44829675,0.036543924584087874
vegas,44810653,0.036528418370102636
chris,44754518,0.0364826586538761
piece,44298807,0.03611117551427852
sheet,44295187,0.036108224589316555
seven,44224906,0.03605093344090438
older,44222089,0.03604863709957348
cells,44128080,0.03597200353472552
looks,43897035,0.035783661971786895
calls,43661633,0.035591768701649575
whose,43634263,0.035569457426453704
naked,43110969,0.03514288247423052
lives,42750046,0.034848667918968575
stone,42494931,0.03464070515055079
tests,42336117,0.03451124432267511
buyer,42024703,0.0342573881497176
steve,41997245,0.03423500513932928
label,41359857,0.03371542387975507
scott,41326573,0.033688291673557795
canon,41144763,0.03354008513561986
waste,41089558,0.03349508352994985
chair,40764005,0.03322970163101519
phase,40722940,0.03319622656649497
motor,40615655,0.033108770769659415
shirt,40501964,0.03301609297688288
crime,40361756,0.032901799251173605
count,40345803,0.03288879480202492
claim,40085342,0.03267647412066606
patch,39999745,0.03260669778807779
santa,39664896,0.032333738044268416
alone,39326417,0.03205781922377066
jones,39297134,0.03203394852331174
saint,38929141,0.031733970697474904
drugs,38827156,0.03165083531563891
joint,38827057,0.03165075461354741
fresh,38781893,0.03161393815636998
dates,38442243,0.031337064768709115
upper,38341510,0.0312549499830202
prime,38308402,0.031227961247207815
limit,38290292,0.031213198470671562
began,38269468,0.031196223315586476
louis,38259201,0.03118785393807694
steps,38254292,0.031183852255580173
shops,38241315,0.031173273760212367
creek,38159464,0.03110655106433888
urban,38087999,0.031048294751519264
tours,37957036,0.030941537296879987
labor,37866418,0.03086766798245911
admin,37835381,0.030842367469187122
heavy,37668153,0.030706047778706478
solid,37426444,0.03050901321471967
theme,37219937,0.030340674358056395
porno,36925475,0.030100636991716362
touch,36831035,0.030023652087459943
goals,36766773,0.029971267463176528
serve,36697856,0.029915088210247267
magic,36676771,0.029897900295102767
mount,36648260,0.029874658907923027
smart,36636558,0.02986511975767304
latin,36548259,0.029793140828607633
avoid,36508203,0.02976048827328261
birth,36286070,0.029579411528924387
virus,36286003,0.029579356912357413
abuse,36269685,0.0295660549251946
facts,36041603,0.029380128718792524
faith,35936559,0.02929449972384641
chain,35928367,0.029287821829567837
moved,35713495,0.029112664053759018
reach,35687918,0.029091814383109225
sorry,35595812,0.029016732091797903
gamma,35426622,0.028878813032594777
truth,35345925,0.0288130310459495
films,35200065,0.02869412996447088
owned,35050234,0.02857199183243315
draft,35033621,0.028558449369341116
chart,35027490,0.02855345154587652
jesus,34929061,0.028473214917953453
clubs,34881779,0.028434671925121474
equal,34832354,0.02839438201731892
codes,34503537,0.028126339394882644
kinds,34482138,0.028108895515528736
teams,34383288,0.028028315699923624
funny,34281806,0.027945590349926275
tried,34201786,0.027880360235159243
named,34099544,0.02779701535395441
laser,34080740,0.027781686847605007
harry,33867934,0.027608213218473378
taxes,33674672,0.02745067132344581
mouse,33667003,0.027444419764458702
brain,33612784,0.027400221919013142
dream,33518573,0.027323423689291613
false,33476460,0.027289094323843174
falls,33213513,0.02707474712329773
stats,33096627,0.02697946485393183
carry,33056477,0.026946735672378517
hello,32960381,0.026868400842227896
clips,32846497,0.026775565721131562
brief,32599674,0.026574362364256494
ended,32588866,0.026565551978347944
eight,32567724,0.026548317598362885
wants,32538214,0.026524261853714357
alert,32472727,0.026470878642945193
queen,32366847,0.026384568163670845
sweet,32311923,0.02633979562151308
diego,32238555,0.026279988035156826
truck,32136249,0.02619659098290294
votes,32059663,0.02613416017098657
ocean,31928741,0.026027436138425595
signs,31899467,0.026003572774520443
depth,31879926,0.025987643485934308
train,31816971,0.02593632429229324
feeds,31593736,0.025754349227684162
route,31439231,0.025628400978720402
frank,31392284,0.025590131068723303
anime,31334688,0.025543180385267643
speak,31324712,0.02553504822299676
query,31284313,0.025502116063455732
rural,30998929,0.025269478834354576
judge,30905832,0.025193588706955598
bytes,30848384,0.02514675866905087
fight,30784313,0.025094529742741966
filed,30718907,0.025041212560956757
korea,30582894,0.024930338484478273
banks,30582183,0.024929758896730218
kelly,30510238,0.024871111301042713
leads,30507300,0.0248687163238222
brian,30060564,0.02450454935868143
miami,29904805,0.024377578883225316
wales,29821525,0.02430969130564723
minor,29782623,0.02427797945955042
noted,29754565,0.024255107345577245
spent,29719451,0.02422648337344616
davis,29689352,0.024201947492111832
helps,29607993,0.02413562586117793
cycle,29585286,0.024117115736009033
sleep,29491537,0.024040694116047843
scene,29372413,0.02394358749031043
drink,29254937,0.02384782426908609
intel,28995654,0.023636463861098835
rings,28827859,0.0234996819677305
henry,28769085,0.02345177101090324
guess,28743465,0.023430886287829866
ahead,28375319,0.023130783740578885
devel,28152649,0.022949269248512216
delta,28051872,0.022867118595227075
cisco,27894293,0.022738664505563565
alpha,27832836,0.022688566440539352
bonus,27819488,0.022677685516121576
adobe,27538755,0.0224488396549757
trees,27378116,0.022317891137029425
dress,27318959,0.022269667969080496
refer,27099706,0.022090938921929586
babes,27016030,0.022022728535985494
layer,26912270,0.021938146222710973
spend,26713310,0.02177595947397255
clock,26624872,0.021703867235909984
ratio,26457942,0.021567790466876485
proof,26305059,0.02144316442793712
empty,26206017,0.021362428099184854
maine,26049821,0.02123510139328444
ideal,26036289,0.02122407047710064
specs,26029159,0.02121825829616726
parks,25974927,0.021174049853477366
cream,25898758,0.02111195896855247
boxes,25787744,0.021021463392937034
hills,25770218,0.021007176677223374
aware,25700328,0.020950204261314005
shape,25675227,0.020929742612841532
irish,25658075,0.02091576077169577
firms,25497302,0.02078470302061554
usage,25440406,0.020738322958008877
mixed,25395056,0.02070135487872014
exist,25349128,0.020663915629644654
wheel,25342937,0.020658868895821577
angel,25294123,0.020619077058502935
width,25182453,0.020528046729634722
noise,25171520,0.020519134447145995
array,25150016,0.020501604974664737
greek,25059132,0.020427518824321235
sharp,24904199,0.020301221681466943
occur,24679212,0.02011781843439009
knows,24640096,0.020085932141348007
coach,24514961,0.019983925512862974
kevin,24511652,0.01998122810659249
plate,24275560,0.01978877236733258
logic,23989892,0.01955590362920126
sizes,23751367,0.019361464574904758
plain,23747230,0.019358092205687173
costa,23702154,0.019321347483702185
trail,23648838,0.019277885739151835
buddy,23611087,0.019247112156765302
setup,23534848,0.01918496420975551
blues,23387172,0.019064582774760058
scope,23349420,0.019033808377200884
crazy,23032837,0.01877573857685983
bears,22926868,0.0186893555472204
mouth,22880351,0.018651436161459114
meter,22874915,0.018647004882980312
fruit,22767191,0.01855919122535517
mysql,22703527,0.018507294074311332
lewis,22640158,0.018455637399196707
sugar,22450333,0.018300897252537727
stick,22399126,0.018259154707088148
allen,22368068,0.01823383707519069
genre,22344091,0.018214291680767183
slide,22339084,0.018210210111351557
exact,22304937,0.01818237441116473
bound,22303643,0.01818131957776672
storm,22242164,0.018131203578944398
micro,22219932,0.01811308066078018
dolls,22065047,0.01798682264621268
paint,21926890,0.017874200839590976
delay,21911190,0.017861402629120563
pilot,21909830,0.01786029399432822
czech,21849930,0.017811465153106713
novel,21821189,0.017788036276219443
ultra,21795075,0.017766748857861205
idaho,21791957,0.017764207149565232
plays,21753930,0.017733208579529668
truly,21693553,0.017683990900958197
lodge,21541130,0.01755973984143389
boobs,21461250,0.01749462385083666
broad,21370126,0.017420342059059214
swiss,21324437,0.017383097636245032
sarah,21321998,0.01738110943017259
clark,21305891,0.017367979444437118
foods,21150689,0.017241463020142282
guard,21137924,0.01723105734137446
newly,21102330,0.017202042086375487
raise,21099943,0.0172000962692804
drama,20939845,0.017069588759733134
bands,20842378,0.016990136327891116
lunch,20807419,0.016961638707519454
dildo,20789655,0.016947157980717133
audit,20786243,0.016944376611664584
polls,20694349,0.01686946713695324
tower,20686918,0.016863409589054794
yours,20672809,0.016851908318256892
jason,20616747,0.01680620810963318
shell,20599318,0.01679200046566574
solar,20423792,0.016648916472606533
catch,20400979,0.016630319939137647
doubt,20311261,0.01655718428009405
tasks,20273373,0.016526299019055644
const,20236664,0.016496374846561482
doors,20229491,0.01649052761320452
forth,20149609,0.016425409992262007
bruce,19999866,0.016303343595416724
split,19998411,0.016302157519223447
twice,19945569,0.016259082166505134
egypt,19926686,0.016243689261517057
shift,19811555,0.016149837620136862
simon,19757457,0.016105738410580914
marks,19747824,0.016097885852526046
loved,19719299,0.016074633052929325
birds,19693729,0.01605378908848802
saved,19635976,0.01600671042292766
shots,19611119,0.015986447676579692
moore,19585613,0.015965655883187442
treat,19442315,0.015848843274016162
piano,19419956,0.015830616828926482
risks,19205769,0.015656017446377044
ports,19171802,0.015628328477265675
teach,19079783,0.015553317105974154
rapid,19070672,0.015545890068038108
hairy,19060619,0.015537695137473837
dutch,19000979,0.015489078241139098
boots,18968708,0.01546277180482759
holds,18963546,0.015458563883652542
pulse,18893735,0.015401655866381843
metro,18738665,0.015275247044875677
strip,18711440,0.01525305396971281
pearl,18707334,0.01524970687084711
penis,18478169,0.01506289783247437
heads,18400524,0.014999603752730729
logos,18366230,0.014971648222165613
milfs,18358745,0.014965546654944527
honda,18261029,0.014885891245114795
bills,18248816,0.01487593554164504
opera,18225169,0.014856659154193203
asset,18178753,0.014818822100868703
blank,18150537,0.014795821189618183
humor,18085495,0.014742800730674454
lived,18050710,0.014714444950342397
tight,17981854,0.014658315422944263
meant,17832930,0.014536916652492309
plane,17799728,0.014509851290451632
meets,17760399,0.014477791365636929
tampa,17654589,0.014391537948447481
grace,17642126,0.01438137845181737
susan,17638870,0.014378724249696882
adams,17620255,0.014363549810976707
villa,17587586,0.014336918935953912
inner,17552078,0.014307973785802104
roman,17431193,0.014209431641043135
taste,17311343,0.014111733199968045
trips,17273017,0.014080490893312694
sides,17269191,0.014077372042786593
turns,17261850,0.014071387860425872
cache,17250923,0.014062480468972995
lease,17180592,0.014005148561928754
proud,17167504,0.01399447958239775
giant,17098874,0.01393853428401658
seats,17070818,0.013915663800388688
alarm,17059844,0.013906718095821663
usual,17044981,0.013894602184852126
angle,17016075,0.01387103880447902
vinyl,17009819,0.01386593908443425
worst,16975343,0.013837835192448394
honor,16787246,0.0136845036641138
eagle,16785232,0.013682861906413964
pants,16774383,0.013674018098427117
nurse,16772151,0.01367219863309145
quiet,16746894,0.013651609817686917
comic,16695850,0.013610000145377889
crown,16651038,0.013573470628970238
maker,16635947,0.013561168858638456
crack,16633701,0.01355933798088581
picks,16627992,0.0135546841602759
smoke,16567733,0.013505562672076117
craft,16528294,0.013473413078270857
apart,16507181,0.013456202338292398
blind,16485480,0.013438512276800778
coins,16449733,0.013409372300387669
gross,16440590,0.013401919176927096
epson,16344475,0.013323568858496289
actor,16282891,0.013273367266546616
finds,16280898,0.01327174262747225
fifth,16255266,0.01325084812232718
prize,16204739,0.013209659894273772
dirty,16101662,0.013125634343913346
wayne,16090093,0.013116203611624671
alive,16064787,0.013095574852760705
prove,16046788,0.013080902560387651
wings,16044458,0.013079003208133124
ridge,15993437,0.01303741228479485
modem,15984492,0.013030120565517282
larry,15900632,0.012961760187807168
skill,15835076,0.012908320730125745
moves,15789001,0.01287076165067197
throw,15751985,0.01284058722017689
trend,15747018,0.012836538257666919
rhode,15717565,0.012812528977858954
busty,15705827,0.012802960481393878
worse,15677739,0.01278006391224146
boats,15600762,0.012717314367822294
tells,15534490,0.012663291246529608
fiber,15530318,0.012659890346269572
graph,15526746,0.012656978549594394
talks,15484166,0.01262226849852241
bonds,15431252,0.012579134453373912
fraud,15378751,0.012536337074526326
roger,15353411,0.012515680599792552
crash,15302627,0.012474282872370296
inter,15269346,0.012447153111690947
grove,15189493,0.012382059130755033
spray,15148133,0.01234834359030559
roads,15093621,0.012303906899276093
faces,15050854,0.012269044410920162
cocks,15043799,0.01226329336793489
mayor,15030847,0.012252735251883121
yield,15022494,0.012245926114809277
hence,14992334,0.012221340507943823
radar,14982375,0.012213222203607845
lakes,14947463,0.012184762896350327
diary,14922472,0.012164390916868412
kings,14914273,0.012157707316381348
flags,14870655,0.012122151116107562
baker,14862470,0.012115478928037477
shock,14850388,0.01210563001218375
walls,14837851,0.012095410192778173
ebony,14831025,0.012089845824327788
drawn,14827380,0.012086874520049785
beast,14787561,0.012054415160640783
dodge,14768509,0.012038884491476304
pizza,14763787,0.012035035246263483
yards,14733347,0.01201022139105843
woods,14647735,0.011940432830880535
jokes,14622894,0.011920183127294834
twiki,14601448,0.011902700934826779
globe,14554904,0.011864759539404177
dicke,14514973,0.011832208880659334
kerry,14514771,0.011832044215785766
ghost,14490042,0.011811885811535904
pride,14428078,0.011761374453982489
keith,14391094,0.011731226109011932
linda,14380554,0.011722634189371285
chile,14372798,0.011716311710364373
maria,14347893,0.011696009835729621
brass,14298573,0.011655805521054415
plaza,14274314,0.011636030247946025
quest,14258533,0.011623166008491656
trans,14243681,0.011611059064421175
booty,14218854,0.011590820773252453
acres,14208905,0.01158271062064289
venue,14204074,0.011578772521612154
vital,14166642,0.011548258979298238
excel,14133468,0.011521216442091522
modes,14131325,0.011519469527120943
enemy,14084182,0.011481039843286125
wells,14073676,0.011472475639515287
opens,14070477,0.011469867902235361
lucky,14053901,0.011456355600531057
thick,14030556,0.011437325395216932
iraqi,13999381,0.011411912388120428
vista,13991160,0.011405210853835253
chips,13982676,0.011398294929145382
terry,13981773,0.011397558828250172
flood,13979267,0.011395516005610755
arena,13966572,0.011385167388927833
grown,13931521,0.011356594772673156
jerry,13908229,0.011337607771509026
smile,13893537,0.011325631255061173
lands,13891179,0.011323709077972687
armed,13866785,0.011303823756557703
laura,13801282,0.011250427503026275
tokyo,13793165,0.011243810746695808
nikon,13789510,0.01124083129069139
candy,13772033,0.01122658451843716
pills,13767091,0.011222555935243227
tiger,13763074,0.011219281386742613
folks,13760930,0.011217533656599391
balls,13683840,0.011154691997671743
boost,13675076,0.011147547824642272
icons,13649671,0.011126838363686806
moral,13643598,0.011121887820235416
keeps,13624468,0.011106293567604907
pound,13620117,0.011102746751442056
roses,13584758,0.01107392306201382
bread,13575360,0.011066262069529684
tough,13560922,0.011054492606932753
gonna,13542156,0.011039195077143724
chest,13516414,0.011018210903008098
billy,13515249,0.011017261226880834
craig,13480763,0.010989149183168564
solve,13452150,0.010965824648379398
nancy,13381057,0.01090787157978239
tones,13373535,0.010901739851173571
sight,13360499,0.010891113260619922
towns,13337599,0.010872445807131233
worry,13243591,0.010795813057455913
reads,13174104,0.010739169156121038
roles,13171507,0.010737052152771251
glory,13158826,0.010726714948505307
saudi,13123149,0.010697632034177097
fault,13112664,0.01068908494903173
karen,13067717,0.010652445384317488
jimmy,13030009,0.010621706854354537
rugby,12992179,0.010590868873329334
fluid,12943336,0.010551053396004088
barry,12921548,0.010533292414492666
devil,12869511,0.010490873275750701
grass,12868953,0.010490418409416785
marie,12862466,0.010485130384491843
kenya,12839981,0.010466801227649345
sized,12775596,0.010414316337131035
manga,12774174,0.010413157161634923
theft,12744763,0.010389182119077899
swing,12734467,0.01038078910156176
dated,12707511,0.01035881530783944
shoot,12695618,0.010349120459614943
elite,12673836,0.010331364369139368
poems,12662561,0.010322173297607273
robot,12656312,0.010317079283770993
winds,12628386,0.010294314772586487
gnome,12609820,0.010279180277325743
roots,12609370,0.010278813449637101
noble,12604679,0.010274989474776165
shore,12568485,0.010245485116192336
loves,12566621,0.010243965634388716
loose,12556710,0.010235886458339527
slots,12452126,0.01015063244280847
rocks,12427428,0.010130499308910492
genes,12396954,0.01010565773783563
horny,12363955,0.010078757855841163
hosts,12228736,0.009968531026439973
atlas,12221120,0.009962322671602861
feels,12212683,0.009955445060027136
ralph,12190683,0.009937511261915732
corps,12150135,0.009904457641651128
liver,12139363,0.00989567660195767
decor,12098868,0.009862666185843062
texts,12095723,0.009860102467885773
evans,12020970,0.00979916586742114
fails,12015364,0.009794596009593298
aging,12014007,0.00979348982031888
alice,11994061,0.009777230386812967
intro,11938092,0.009731605989244909
clerk,11923960,0.009720085969476254
mills,11910667,0.00970924987955376
jeans,11896655,0.009697827680502076
fonts,11884559,0.00968796735223137
favor,11867822,0.009674323807731797
sigma,11864409,0.009671541623506604
xhtml,11856704,0.009665260718304404
aside,11768649,0.009593480691363503
essay,11750312,0.009578532870637646
camps,11712039,0.00954733376813229
aaron,11698784,0.00953652865477017
trace,11697252,0.009535279810283502
packs,11683277,0.009523887772619552
spoke,11577917,0.009438001183118747
arrow,11563142,0.009425957007341655
rough,11557184,0.00942110020874403
weird,11556427,0.00942048312305447
holes,11529280,0.009398353631357636
blade,11527988,0.009397300428304911
meals,11515834,0.009387392820021002
robin,11423944,0.009312486606000226
strap,11414669,0.009304925879750984
crowd,11409218,0.009300482373682563
cloud,11337220,0.009241791573845064
valve,11325360,0.009232123626317734
knife,11297715,0.00920958817864547
shelf,11287023,0.009200872352763326
liked,11282738,0.00919737933799481
adopt,11272339,0.009188902357696604
fotos,11264350,0.00918238994346424
outer,11245167,0.009166752486683735
tales,11222332,0.009148138019416737
islam,11214742,0.009141950859068302
nodes,11208722,0.00913704351976691
seeds,11196921,0.009127423667425423
cited,11195944,0.009126627243754747
skype,11188286,0.009120384651666695
tired,11158233,0.009095886268273875
steam,11141309,0.009082090286490355
acute,11128841,0.009071926713997036
stood,11116275,0.009061683254584858
carol,11109404,0.009056082203365609
stack,11090579,0.009040736578390735
curve,11071177,0.009024920598801759
amber,11065507,0.009020298569924864
trunk,11020361,0.008983496785854977
waves,11006010,0.00897179824327785
camel,11005001,0.00897097573408265
lamps,11000656,0.008967433808955648
juice,10973425,0.008945235842756935
chase,10971945,0.008944029387247622
sauce,10968629,0.008941326274768648
beads,10825324,0.008824507959388874
flows,10797166,0.00880155432815156
fewer,10792786,0.008797983871982105
proxy,10773043,0.008781889918522402
lanka,10765788,0.008775975841008846
voted,10746027,0.008759867214441596
bikes,10740880,0.008755671520856169
gates,10734618,0.00875056690977555
slave,10692715,0.00871640873058181
lycos,10665969,0.008694606123114191
zdnet,10661625,0.008691065013159829
combo,10592758,0.00863492651886264
haven,10569212,0.008615732463847586
charm,10554644,0.00860385702880727
basin,10544774,0.008595811274836381
ranch,10539650,0.008591634330221705
drunk,10519219,0.0085749795379847
toner,10508427,0.008566182194838413
latex,10502825,0.008561615597701137
delhi,10491603,0.008552467730319037
alien,10490554,0.00855161261421818
broke,10460811,0.0085273669343442
